Time2,EP1_I02_AN00037,EP1_I03_AN00037,EP1_I06_AN00037,EP1_I09_AN00037,EP1_I10_AN00037,EP1_I12_AN00037,Time
2020-11-19 14:00:00,48.23576806666665,47.320009833333344,42.77375636666667,48.64577736666667,39.7754542,42.89800059999998,2020-11-19 14:00:00
2020-11-19 15:00:00,46.06866201666665,46.18747003333331,39.22412468333334,47.20022328333336,39.98648678333334,39.373944599999994,2020-11-19 15:00:00
2020-11-19 16:00:00,37.11350098333334,36.216505916666655,31.91357015,40.02134496666666,35.47625893333335,31.658866933333332,2020-11-19 16:00:00
2020-11-19 17:00:00,26.795214350000002,26.741080300000004,25.537586950000005,28.93356019999999,28.032446733333334,25.54661763333333,2020-11-19 17:00:00
2020-11-19 18:00:00,23.18247593333332,23.67467031666667,22.598566216666654,22.57777103333332,23.57094773333334,22.643255133333337,2020-11-19 18:00:00
2020-11-19 19:00:00,22.857795216666652,23.283163000000005,22.461955933333325,22.47959035,23.1629119,22.56279236666668,2020-11-19 19:00:00
2020-11-19 20:00:00,22.33810781666666,22.66567435,21.836327016666665,21.937882416666678,22.744357966666673,22.143512400000002,2020-11-19 20:00:00
2020-11-19 21:00:00,22.326878833333332,22.454398183333332,21.90253584999999,21.906562716666656,22.58552656666667,22.058392866666665,2020-11-19 21:00:00
2020-11-19 22:00:00,21.872377183333352,22.03364773333335,21.55375581666666,21.460808716666676,22.08181365,21.570091799999986,2020-11-19 22:00:00
2020-11-19 23:00:00,21.72466945,21.912948066666647,21.23993891666665,21.350291483333343,21.77433366666666,21.43238936666665,2020-11-19 23:00:00
2020-11-20 00:00:00,21.48596636666667,21.65976403333335,21.089249566666652,21.028203333333334,21.768404666666676,21.242106766666655,2020-11-20 00:00:00
2020-11-20 01:00:00,21.57459161666665,21.7130058,21.273026,21.096753049999986,21.791509916666673,21.13338331666666,2020-11-20 01:00:00
2020-11-20 02:00:00,21.408573866666682,21.453928783333346,21.213934816666665,20.98330028333333,21.84719690000001,21.13575443333332,2020-11-20 02:00:00
2020-11-20 03:00:00,21.741792500000013,21.750273949999986,21.453281150000006,21.463768466666682,22.03263305000001,21.66348173333335,2020-11-20 03:00:00
