DHI_SolarCast,DNI_SolarCast,EBH_SolarCast,GHI_SolarCast
313,211,134,447
445,158,112,557
516,0,0,516
384,0,0,384
481,6,5,486
458,46,35,493
337,329,203,540
174,452,239,414
148,87,15,163
20,44,7,28
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
32,0,0,32
183,0,0,183
343,10,6,349
307,0,0,307
499,25,22,521
552,13,11,564
559,52,46,605
483,8,7,490
422,54,32,454
241,296,146,387
142,154,37,180
22,67,9,31
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
76,0,0,76
210,13,6,216
302,6,3,305
405,0,0,405
382,0,0,382
401,0,0,401
448,0,0,448
480,3,2,481
307,148,101,408
149,0,0,149
104,0,0,104
21,1,0,21
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
30,0,0,30
61,0,0,61
47,0,0,47
174,0,0,174
176,0,0,176
232,0,0,232
84,0,0,84
84,0,0,84
177,0,0,177
148,0,0,148
99,0,0,99
18,0,0,18
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
60,0,0,60
216,16,7,223
326,8,4,330
292,0,0,292
416,0,0,416
500,177,159,659
474,95,85,559
360,0,0,360
397,3,2,399
174,0,0,174
68,0,0,68
14,0,0,14
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
54,0,0,54
198,61,29,227
300,308,185,485
385,325,244,629
353,345,287,640
255,0,0,255
334,0,0,334
255,0,0,255
171,0,0,171
116,0,0,116
61,0,0,61
15,0,0,15
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
68,0,0,68
181,0,0,181
358,48,31,390
309,24,16,325
397,0,0,397
254,0,0,254
426,0,0,426
219,6,4,223
219,525,342,561
263,217,108,371
147,46,18,165
24,0,0,24
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,3,0,2
42,420,80,122
155,433,166,321
143,739,434,576
165,814,593,759
358,394,326,684
451,316,282,733
488,127,113,601
235,0,0,235
212,95,57,269
207,47,28,236
79,0,0,79
27,0,0,27
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,1
68,49,6,74
183,150,71,254
111,810,476,587
201,736,539,740
261,694,582,843
426,102,89,515
266,570,495,761
330,409,321,652
203,469,329,531
142,9,4,146
136,35,7,144
25,15,3,28
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,3,0,1
43,394,76,119
74,767,292,366
90,889,512,602
224,690,492,717
460,121,99,559
395,191,171,566
328,602,525,854
256,680,541,797
183,728,483,666
201,124,74,275
127,100,17,145
22,50,9,31
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,4,0,1
41,420,77,118
70,769,292,363
80,905,519,599
283,506,354,637
355,473,399,753
487,293,259,746
250,716,624,875
432,184,153,586
423,0,0,423
208,4,1,209
124,286,74,198
25,38,7,32
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
74,82,19,93
108,593,233,341
186,636,361,548
126,886,650,777
117,956,800,917
119,972,860,979
230,766,670,900
291,79,67,357
253,0,0,253
86,0,0,86
97,88,16,113
25,44,8,33
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
62,142,34,97
147,470,174,321
130,767,446,576
132,878,641,773
123,948,791,913
206,820,724,930
297,645,564,861
492,150,121,613
418,115,76,494
249,29,17,266
136,52,15,151
27,0,0,27
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,0,1
45,353,65,110
73,757,284,357
86,893,508,594
96,949,689,786
104,974,812,916
272,668,588,860
553,73,64,617
501,29,23,524
267,176,105,372
235,93,54,289
109,415,104,213
22,122,18,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
53,0,0,53
153,0,0,153
322,26,14,337
222,0,0,222
293,0,0,293
452,0,0,452
553,38,32,585
446,137,111,557
171,0,0,171
253,21,11,264
148,0,0,148
24,0,0,24
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
41,0,0,41
131,0,0,131
271,1,1,272
356,85,61,416
343,149,128,471
541,74,64,605
499,0,0,499
443,0,0,443
378,77,46,424
252,312,142,395
123,96,39,162
25,0,0,25
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
57,163,38,95
95,665,247,342
121,808,454,575
281,571,405,686
412,395,325,737
571,58,51,622
561,0,0,561
337,0,0,337
198,0,0,198
275,0,0,275
167,4,1,167
34,10,1,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
66,95,22,88
98,623,237,335
165,692,380,545
197,736,532,728
364,337,272,635
426,0,0,426
343,0,0,343
265,0,0,265
131,1,1,132
257,205,90,347
151,85,33,184
31,0,0,31
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
64,68,16,80
149,439,154,303
307,276,149,457
420,170,128,548
300,628,524,824
236,790,693,930
468,340,297,765
493,73,60,553
275,0,0,275
224,0,0,224
85,0,0,85
20,0,0,20
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
61,93,21,83
146,411,156,302
134,749,421,555
184,764,541,724
321,563,463,785
439,62,53,492
166,0,0,166
83,0,0,83
52,0,0,52
93,0,0,93
62,0,0,62
16,0,0,16
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
56,107,24,81
108,588,214,322
130,769,427,558
210,717,507,717
481,246,198,679
509,234,205,714
308,0,0,308
148,0,0,148
90,0,0,90
226,0,0,226
152,45,9,160
31,23,4,36
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
30,0,0,30
73,0,0,73
215,0,0,215
174,0,0,174
329,0,0,329
290,0,0,290
196,0,0,196
242,0,0,242
233,0,0,233
240,0,0,240
164,65,12,176
30,32,6,36
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14,0,0,14
94,0,0,94
228,0,0,228
335,2,2,337
404,337,282,687
413,383,335,749
414,412,361,775
525,87,66,590
300,252,175,476
55,0,0,55
20,0,0,20
6,0,0,6
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
56,0,0,56
195,37,16,211
249,416,234,483
147,833,598,745
117,956,786,903
215,807,706,921
115,976,845,961
116,948,755,872
196,699,477,672
224,422,212,436
145,67,28,173
33,25,2,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
58,59,13,71
107,563,211,318
103,853,466,570
109,928,660,769
111,971,797,908
261,710,619,880
468,331,286,755
364,132,108,472
375,26,17,392
240,166,85,326
148,48,15,163
23,0,0,23
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
30,3,1,31
132,396,151,284
155,701,386,541
300,522,363,663
504,75,57,561
538,85,75,613
303,0,0,303
386,0,0,386
62,0,0,62
37,0,0,37
103,24,5,108
35,12,2,38
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
33,0,0,33
107,232,100,207
190,626,332,522
250,623,448,699
347,534,430,777
455,372,326,781
441,115,101,543
386,0,0,386
263,92,56,319
306,69,40,345
162,21,7,169
18,0,0,18
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
19,0,0,19
138,0,0,138
187,0,0,187
241,4,3,244
371,231,188,559
260,0,0,260
193,1,1,194
480,54,44,524
250,0,0,250
191,0,0,191
75,0,0,75
21,0,0,21
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8,0,0,8
18,0,0,18
167,1,1,167
435,97,71,505
418,25,19,437
70,0,0,70
31,0,0,31
284,0,0,284
232,0,0,232
124,0,0,124
72,0,0,72
19,0,0,19
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
46,94,20,66
103,594,206,308
157,677,373,530
109,927,652,761
265,684,551,816
424,83,71,495
269,1,1,270
484,70,57,541
306,0,0,306
31,0,0,31
16,0,0,16
9,0,0,9
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
55,31,7,62
114,484,182,296
93,864,466,559
261,601,414,675
398,398,328,726
485,113,96,580
315,0,0,315
105,0,0,105
116,0,0,116
53,0,0,53
50,0,0,50
18,0,0,18
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,2,0,0
45,218,33,78
89,641,224,314
99,857,462,562
106,939,659,765
249,709,570,819
452,43,37,488
239,682,590,829
240,732,587,827
334,345,248,582
203,0,0,203
125,11,3,128
26,0,0,26
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
25,0,0,25
159,62,26,185
262,351,195,458
128,869,615,743
107,971,791,898
451,351,303,754
542,25,22,564
124,0,0,124
206,0,0,206
24,0,0,24
50,0,0,50
25,0,0,25
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
39,0,0,39
105,0,0,105
300,25,15,315
392,260,183,575
308,583,481,790
220,795,695,915
339,453,391,731
374,441,356,730
328,407,278,605
178,76,47,224
86,0,0,86
21,0,0,21
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
34,0,0,34
185,4,2,187
199,501,284,483
107,927,650,757
106,982,800,905
199,839,731,930
412,414,363,775
394,224,171,565
325,414,289,614
293,49,30,323
99,0,0,99
34,0,0,34
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
46,86,17,63
154,305,110,264
118,780,423,541
89,964,673,762
96,995,810,906
100,1006,878,978
104,998,868,973
203,794,642,845
220,673,462,683
204,513,270,474
163,223,68,230
30,56,12,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
47,27,6,53
77,654,231,308
80,899,479,558
89,963,672,760
96,993,808,904
184,861,750,935
388,484,424,812
534,52,43,577
405,130,92,497
251,0,0,251
162,0,0,162
36,0,0,36
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
20,0,0,20
102,95,40,142
224,478,257,481
212,699,488,700
388,431,345,732
311,512,447,759
212,229,196,408
337,363,302,639
235,0,0,235
98,0,0,98
71,0,0,71
19,0,0,19
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
26,0,0,26
135,5,2,138
176,546,304,480
194,757,524,718
422,117,88,510
496,61,54,550
517,181,158,676
351,15,13,363
68,0,0,68
43,0,0,43
98,0,0,98
35,0,0,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
47,29,6,53
144,149,45,189
176,397,203,379
251,0,0,251
206,0,0,206
391,72,64,455
203,36,32,235
154,0,0,154
112,0,0,112
264,1,0,265
171,84,28,199
45,0,0,45
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
21,0,0,21
101,68,28,129
250,35,15,265
399,133,94,493
297,25,19,316
293,0,0,293
396,0,0,396
247,0,0,247
137,0,0,137
256,30,16,272
160,117,39,199
39,101,11,50
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
31,0,0,31
154,0,0,154
183,0,0,183
287,96,72,360
415,48,36,451
364,0,0,364
274,0,0,274
359,224,173,532
263,565,399,662
297,129,67,364
158,80,31,189
34,0,0,34
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27,198,37,64
69,730,240,309
75,920,485,559
91,968,671,762
349,518,418,767
333,598,521,854
488,37,33,521
226,0,0,226
325,62,38,364
194,574,297,491
106,94,42,148
25,0,0,25
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
30,158,29,60
89,613,205,294
87,878,462,549
115,914,632,747
318,572,456,774
439,180,159,598
383,76,68,451
391,3,2,393
246,201,143,389
175,2,1,176
170,140,48,217
46,0,0,46
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
20,0,0,20
146,56,23,169
246,371,205,451
300,489,330,630
423,32,24,447
283,0,0,283
111,0,0,111
103,0,0,103
172,1,0,173
263,43,23,286
107,0,0,107
42,20,2,45
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
45,4,1,46
106,489,171,277
145,719,372,517
387,104,62,449
392,0,0,392
471,0,0,471
214,0,0,214
371,0,0,371
349,209,133,482
234,451,245,480
184,118,47,231
49,0,0,49
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
43,33,6,49
163,246,76,239
198,536,288,486
171,790,549,720
356,505,403,758
554,75,66,620
354,0,0,354
300,33,26,325
423,185,120,544
157,695,367,523
126,428,153,279
50,38,9,59
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
37,108,20,57
91,597,197,288
160,673,348,508
398,181,114,512
413,0,0,413
364,0,0,364
272,0,0,272
264,0,0,264
309,0,0,309
199,0,0,199
138,0,0,138
44,12,1,45
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
37,0,0,37
154,9,4,158
195,534,288,484
177,775,540,717
272,653,522,794
568,121,107,675
431,420,371,801
469,268,224,693
354,258,187,541
295,111,51,345
155,292,109,263
53,51,6,60
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
45,6,2,47
86,589,201,288
93,864,453,545
244,622,413,657
527,121,100,627
431,27,23,454
433,235,205,638
404,299,254,658
343,62,40,383
288,159,92,379
101,0,0,101
52,0,0,52
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27,0,0,27
138,33,13,151
209,17,7,216
236,0,0,236
214,0,0,214
299,0,0,299
381,7,6,387
400,3,3,403
296,2,1,297
224,388,192,416
155,192,82,236
37,200,25,62
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
26,0,0,26
91,0,0,91
272,0,0,272
304,0,0,304
410,0,0,410
270,0,0,270
466,0,0,466
400,0,0,400
299,0,0,299
315,0,0,315
168,3,0,168
48,171,22,69
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
39,68,12,51
128,365,131,259
237,454,224,460
412,104,72,483
364,459,386,749
159,926,817,976
142,956,849,990
363,309,265,629
380,72,47,427
240,36,24,264
101,1,0,101
56,39,5,61
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,0,0
45,43,4,49
155,231,86,241
165,660,346,511
245,642,435,680
464,295,243,707
413,335,295,708
495,0,0,495
188,0,0,188
157,1,1,158
291,116,60,351
174,279,96,270
57,53,11,68
1,1,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
40,77,11,52
134,360,120,254
209,530,264,474
377,316,216,593
465,18,14,479
288,0,0,288
237,0,0,237
234,0,0,234
360,2,1,361
306,115,66,372
113,0,0,113
20,1,0,20
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
24,0,0,24
95,4,2,98
246,301,155,402
321,22,13,334
83,0,0,83
311,0,0,311
282,0,0,282
242,0,0,242
322,0,0,322
231,0,0,231
30,0,0,30
31,0,0,31
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
31,77,13,44
125,398,131,256
144,708,372,516
161,825,573,734
219,793,646,865
418,457,406,825
462,132,119,581
355,0,0,355
145,0,0,145
169,0,0,169
115,0,0,115
25,0,0,25
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
12,0,0,12
139,15,6,145
327,25,13,340
384,9,5,390
237,0,0,237
235,0,0,235
460,0,0,460
348,0,0,348
319,0,0,319
168,0,0,168
69,0,0,69
36,0,0,36
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
16,0,0,16
106,0,0,106
268,0,0,268
326,0,0,326
315,0,0,315
390,0,0,390
292,0,0,292
328,0,0,328
173,0,0,173
95,0,0,95
75,0,0,75
34,0,0,34
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
29,102,18,47
94,592,185,279
171,648,330,501
214,696,489,703
401,133,101,501
302,0,0,302
69,0,0,69
248,0,0,248
256,61,41,296
300,30,20,320
160,2,0,160
55,120,17,72
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
29,81,14,43
103,506,169,272
95,854,446,541
213,706,475,689
510,61,49,559
486,326,293,780
194,92,83,277
43,0,0,43
160,0,0,160
180,0,0,180
168,0,0,168
53,0,0,53
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
31,0,0,31
173,18,7,180
252,9,4,255
278,2,2,280
471,206,172,643
583,142,127,710
354,33,30,384
512,3,3,514
339,0,0,339
232,0,0,232
131,0,0,131
41,0,0,41
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27,0,0,27
179,0,0,179
293,96,58,350
390,48,29,419
506,84,72,578
573,86,76,649
257,0,0,257
114,0,0,114
133,0,0,133
111,0,0,111
58,0,0,58
22,0,0,22
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
31,5,1,32
153,173,68,221
231,473,242,473
287,554,395,681
508,232,184,692
425,23,20,445
525,0,0,525
481,0,0,481
388,0,0,388
336,9,4,340
162,413,140,302
50,218,41,92
2,2,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
25,127,21,46
126,375,128,254
107,833,435,543
213,729,497,710
544,116,92,635
584,2,2,586
465,176,158,622
401,108,95,497
330,10,8,338
286,135,66,352
185,162,69,254
52,0,0,52
2,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
28,5,1,30
150,287,83,233
191,557,309,500
177,819,567,744
256,741,610,866
361,497,445,806
303,662,601,903
136,973,829,965
105,979,725,830
203,624,358,561
173,356,134,307
67,78,20,87
2,2,0,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
38,28,5,42
183,80,21,204
280,231,138,419
295,535,362,658
181,849,714,895
117,1015,915,1032
337,648,590,927
168,914,779,947
120,942,700,820
203,154,105,308
104,2,0,104
61,144,22,82
2,3,0,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
22,0,0,22
135,0,0,135
296,176,105,401
197,747,525,722
448,235,187,635
443,229,211,654
580,119,109,689
465,228,198,663
318,0,0,318
322,94,46,369
169,265,108,277
57,94,14,72
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27,0,0,27
140,0,0,140
334,36,22,356
353,283,214,567
216,818,682,898
368,579,520,887
434,205,188,623
261,0,0,261
83,0,0,83
28,0,0,28
86,24,7,92
56,16,4,59
2,2,0,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6,0,0,6
15,0,0,15
20,0,0,20
24,0,0,24
38,0,0,38
220,0,0,220
332,0,0,332
231,0,0,231
239,0,0,239
158,0,0,158
55,0,0,55
26,0,0,26
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
23,5,1,24
86,542,183,268
180,633,319,500
385,95,63,448
440,355,295,735
445,431,393,838
384,57,53,436
459,142,118,577
260,289,208,469
218,587,340,559
193,253,103,296
66,38,11,76
2,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17,0,0,17
136,75,30,167
267,355,183,450
374,344,244,618
438,78,62,500
401,30,28,428
342,10,9,351
176,0,0,176
276,0,0,276
253,0,0,253
103,0,0,103
31,0,0,31
3,0,0,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27,149,25,52
78,664,214,292
94,885,464,557
235,687,476,711
445,111,89,534
353,16,14,367
382,125,114,496
520,159,142,661
375,2,1,376
320,222,125,445
149,399,163,312
76,25,2,79
3,13,1,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
