DHI_SolarCast,DNI_SolarCast,EBH_SolarCast,GHI_SolarCast
234,262,124,358
95,446,119,214
18,82,12,30
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6,1,0,6
74,265,67,141
89,738,320,409
116,838,526,642
160,838,658,818
345,561,496,841
397,496,465,862
223,781,711,934
362,326,270,632
287,419,301,588
263,0,0,263
103,0,0,103
20,0,0,20
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,0,0,4
35,0,0,35
113,0,0,113
187,0,0,187
318,0,0,318
461,174,161,621
370,87,80,450
285,0,0,285
336,0,0,336
302,0,0,302
235,0,0,235
98,124,20,119
18,90,13,31
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,3
58,0,0,58
147,0,0,147
221,0,0,221
218,0,0,218
425,211,194,619
477,376,350,827
425,16,15,440
280,0,0,280
391,70,42,433
287,137,73,360
153,10,3,156
22,8,1,23
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,0,0,4
62,5,2,64
149,460,201,350
234,553,346,579
301,554,425,726
524,207,187,711
536,258,239,776
429,33,30,459
366,7,5,371
107,0,0,107
161,0,0,161
92,0,0,92
15,14,1,17
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,3
74,0,0,74
205,55,28,233
326,97,63,389
376,35,24,401
304,0,0,304
331,0,0,331
195,0,0,195
163,0,0,163
296,0,0,296
183,0,0,183
107,0,0,107
15,8,1,15
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
86,2,1,87
243,104,42,285
323,287,189,512
477,163,123,600
301,37,31,332
342,137,127,469
404,0,0,404
418,0,0,418
373,0,0,373
266,197,79,344
131,99,39,170
22,15,1,23
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,3
101,1,1,102
241,117,51,292
274,414,265,539
347,451,345,692
316,595,527,843
432,97,88,521
320,0,0,320
264,1,1,265
348,267,169,517
188,503,241,429
107,265,88,195
21,0,0,21
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
79,0,0,79
236,24,12,248
347,199,128,475
216,698,549,765
126,928,818,944
121,954,880,1001
379,499,452,831
355,359,302,657
245,0,0,245
148,0,0,148
106,0,0,106
20,16,1,22
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
76,0,0,76
224,71,36,260
315,163,94,410
436,0,0,436
442,0,0,442
533,2,1,534
594,18,16,610
458,2,2,459
355,244,160,515
251,73,42,293
89,0,0,89
13,0,0,13
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,3,0,4
51,404,94,145
81,774,318,399
118,824,506,624
104,930,720,824
347,399,341,688
198,0,0,198
542,12,11,553
383,273,210,593
364,146,111,475
255,51,20,275
138,25,10,148
19,0,0,19
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,3
88,4,1,90
204,255,105,309
352,191,118,470
381,345,275,655
363,259,220,583
527,66,61,588
296,336,295,591
375,423,354,728
417,28,21,438
266,0,0,266
104,0,0,104
15,0,0,15
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,5,1,3
36,543,115,151
61,841,346,407
75,928,567,642
140,863,664,804
343,501,428,771
470,21,19,490
517,11,10,527
164,0,0,164
148,0,0,148
231,127,50,280
82,537,139,221
16,122,17,33
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
33,0,0,33
92,0,0,92
231,0,0,231
308,0,0,308
495,42,37,533
357,203,186,542
443,371,333,777
447,119,100,547
263,218,131,394
206,429,203,409
95,348,110,205
22,38,3,25
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,21,2,6
71,240,59,130
96,696,290,386
87,898,545,633
191,769,579,769
518,166,140,658
441,0,0,441
321,0,0,321
210,0,0,210
347,4,3,350
278,2,1,279
130,34,6,136
22,55,6,28
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,3
81,0,0,81
232,2,1,233
266,376,246,512
111,920,704,815
146,902,781,927
370,494,449,819
331,0,0,331
321,5,4,325
226,3,2,228
105,0,0,105
80,0,0,80
16,0,0,16
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
93,23,6,100
217,90,42,259
166,679,420,585
348,434,320,668
370,333,285,656
350,0,0,350
295,117,101,396
377,125,105,482
95,0,0,95
265,47,19,284
118,198,58,176
18,0,0,18
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,17,2,5
71,224,54,124
232,137,45,277
201,578,359,560
196,752,565,761
312,602,522,833
330,390,352,683
336,0,0,336
182,0,0,182
58,0,0,58
42,0,0,42
64,0,0,64
20,13,1,21
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
64,0,0,64
224,47,23,247
262,413,259,520
132,868,660,792
443,304,254,697
408,0,0,408
271,0,0,271
208,0,0,208
70,0,0,70
163,156,62,225
110,295,91,201
24,31,3,27
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,4,1,3
70,295,49,119
106,613,261,366
83,900,537,620
195,749,554,750
446,331,285,731
526,207,187,713
493,51,46,539
292,0,0,292
37,0,0,37
113,0,0,113
109,0,0,109
18,0,0,18
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,3,0,2
49,406,84,133
68,801,321,389
81,911,542,624
88,966,727,815
97,985,845,942
100,994,897,997
106,978,864,970
458,180,153,612
328,367,237,565
116,744,352,469
63,628,173,235
17,128,18,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
52,0,0,52
169,4,2,171
314,219,126,440
460,20,16,476
565,35,29,594
520,0,0,520
314,0,0,314
312,0,0,312
332,22,13,345
300,11,7,306
129,1,0,129
22,33,3,25
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
45,0,0,45
165,139,66,231
328,116,64,392
425,23,15,440
389,0,0,389
450,0,0,450
198,0,0,198
288,0,0,288
363,0,0,363
296,47,19,315
141,173,41,183
20,45,8,28
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
71,4,1,72
157,395,164,321
107,828,495,602
236,672,493,729
346,534,456,802
464,350,314,778
497,58,52,549
361,2,2,363
337,333,211,548
262,199,108,369
124,6,2,126
18,0,0,18
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,11,1,3
37,493,96,133
65,809,316,381
213,578,323,536
143,831,630,773
334,478,397,730
311,0,0,311
452,2,2,454
431,125,102,533
212,0,0,212
194,136,54,248
117,295,82,200
22,58,8,30
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
65,185,47,112
98,672,267,365
90,892,522,612
134,878,653,786
378,471,392,771
461,357,320,781
483,281,246,728
411,77,66,477
293,1,0,293
224,301,125,349
111,356,97,207
18,131,18,36
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
67,0,0,67
189,66,32,221
166,671,399,565
281,569,414,695
464,235,196,660
397,0,0,397
368,0,0,368
388,78,59,446
325,46,33,357
199,397,199,398
154,2,0,155
24,33,3,27
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
51,0,0,51
192,7,3,195
340,161,100,439
371,190,135,506
389,0,0,389
488,27,24,511
553,112,97,650
335,46,40,374
294,0,0,294
222,0,0,222
160,15,3,163
26,65,6,32
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
78,75,19,96
199,175,60,259
253,268,151,404
316,0,0,316
367,0,0,367
373,336,301,674
366,492,430,796
300,330,259,560
278,448,311,589
220,8,5,224
141,60,10,151
24,102,11,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
65,0,0,65
204,69,32,236
301,121,72,373
295,43,28,323
407,152,133,540
487,287,255,742
492,258,224,715
361,272,212,572
313,328,231,543
271,142,56,327
71,632,167,238
20,99,17,37
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,4,1,1
35,489,90,126
68,802,304,372
100,873,499,599
302,530,384,686
326,575,482,808
410,76,67,477
349,0,0,349
344,0,0,344
276,24,14,290
237,292,147,384
97,486,120,217
21,107,17,38
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,1
71,137,28,100
184,294,115,299
123,790,460,583
171,794,583,754
451,161,127,577
518,71,63,581
558,35,32,590
429,140,105,533
361,276,184,545
261,190,101,362
145,1,0,145
24,83,7,31
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
77,11,3,80
168,300,130,298
188,629,355,542
271,581,423,694
153,874,735,888
371,492,433,805
367,11,10,377
98,0,0,98
93,0,0,93
246,160,64,309
86,534,145,232
20,145,20,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
38,0,0,38
150,200,92,242
262,360,190,452
269,0,0,269
323,0,0,323
390,0,0,390
182,0,0,182
101,0,0,101
120,0,0,120
111,0,0,111
71,0,0,71
15,0,0,15
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
68,2,1,68
177,262,107,284
325,75,34,359
394,0,0,394
113,0,0,113
91,0,0,91
82,0,0,82
93,0,0,93
121,0,0,121
113,0,0,113
78,0,0,78
20,0,0,20
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
47,0,0,48
205,25,9,214
322,65,36,359
286,475,359,645
370,470,383,753
336,17,15,351
153,0,0,153
102,0,0,102
265,0,0,265
208,0,0,208
48,0,0,48
19,0,0,19
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
23,0,0,23
72,0,0,72
146,0,0,146
273,0,0,273
275,0,0,275
255,0,0,255
181,0,0,181
41,0,0,41
236,123,74,310
231,309,162,393
140,216,49,189
24,97,15,39
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
57,0,0,57
167,0,0,167
227,0,0,227
219,0,0,219
173,0,0,173
99,0,0,99
398,94,80,478
500,47,40,540
330,2,1,331
279,95,48,327
76,0,0,76
13,0,0,13
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
44,0,0,44
173,0,0,173
264,0,0,264
213,0,0,213
277,0,0,277
253,0,0,253
331,0,0,331
368,1,0,368
414,31,21,435
291,43,17,309
148,21,9,156
26,0,0,26
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
53,0,0,53
134,0,0,134
289,0,0,289
411,6,5,416
240,656,551,790
385,484,424,809
466,309,269,735
231,712,559,789
164,766,510,674
153,573,301,454
157,19,8,165
28,0,0,28
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
50,190,43,93
139,487,164,303
326,95,46,373
393,0,0,393
338,0,0,338
142,0,0,142
358,0,0,358
263,0,0,263
186,0,0,186
192,0,0,192
127,0,0,127
25,0,0,25
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,4,0,1
41,382,59,101
114,540,203,316
100,853,470,571
238,651,463,701
319,506,410,729
417,0,0,417
310,0,0,310
254,0,0,254
168,0,0,168
239,0,0,239
152,0,0,152
32,0,0,32
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,0,1
46,252,46,92
103,616,220,323
136,759,422,558
153,841,601,754
156,892,735,892
166,901,789,955
316,598,524,839
397,5,4,401
70,0,0,70
190,0,0,190
74,0,0,74
19,0,0,19
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
55,0,0,55
191,143,61,252
169,647,365,534
122,896,640,762
261,697,567,828
562,148,129,691
505,30,26,531
373,257,208,581
209,0,0,209
212,0,0,212
121,0,0,121
31,0,0,31
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
64,19,4,68
154,351,136,291
149,730,399,548
315,453,328,643
259,709,580,839
322,629,551,873
508,222,195,702
362,3,3,364
367,122,75,442
214,287,153,367
110,28,5,115
31,14,3,34
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
63,4,1,64
161,316,122,282
213,529,294,507
122,893,637,758
182,834,686,868
262,694,605,867
367,512,444,811
432,93,78,510
270,0,0,270
107,0,0,107
115,0,0,115
32,0,0,32
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
46,151,32,79
89,656,235,324
94,868,475,569
106,931,659,766
222,764,620,842
457,329,288,745
460,188,166,625
452,41,30,483
333,178,124,457
102,0,0,102
74,0,0,74
20,0,0,20
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
41,0,0,41
152,184,80,232
123,778,429,552
193,755,526,720
182,836,689,871
346,566,493,839
543,48,43,585
305,0,0,305
69,0,0,69
110,0,0,110
126,0,0,126
36,0,0,36
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
47,2,1,48
133,381,152,285
97,864,471,568
138,875,614,753
243,729,591,834
566,117,101,667
465,215,188,652
481,1,1,481
430,66,46,476
272,0,0,272
125,0,0,125
23,0,0,23
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
34,208,44,78
72,749,261,333
69,949,515,584
76,1007,709,786
81,1035,846,927
83,1045,913,996
84,1042,903,987
83,1021,817,900
81,981,663,744
131,744,373,503
58,751,228,286
22,299,38,60
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
37,214,44,82
81,711,245,326
79,916,496,574
86,977,687,773
154,891,728,882
282,690,601,883
495,169,149,644
408,322,251,659
368,105,79,447
274,270,119,393
79,649,194,273
23,278,36,59
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
43,94,20,63
119,528,180,299
174,629,342,516
303,119,73,376
510,85,72,582
542,142,123,665
292,627,545,837
447,161,133,580
290,204,125,416
234,386,204,438
95,577,166,262
31,95,20,51
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
46,128,26,72
159,348,108,266
281,27,12,293
385,56,39,424
423,55,45,467
421,13,12,433
371,8,7,378
385,303,234,618
342,326,232,574
207,254,111,318
137,309,99,236
38,68,13,51
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,0,0
34,295,53,87
55,828,279,334
69,946,508,576
78,998,700,777
85,1023,834,919
89,1031,900,989
107,998,867,974
189,822,662,851
288,470,333,621
241,12,7,248
135,0,0,135
39,0,0,39
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
34,210,42,77
72,739,250,322
83,905,485,568
99,956,668,767
301,617,494,795
368,541,474,841
295,651,569,864
212,782,622,834
119,902,616,735
108,810,416,524
98,448,159,257
34,0,0,34
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
52,37,7,60
161,250,99,260
162,691,370,532
246,665,461,706
510,95,71,581
542,0,0,542
451,2,1,452
437,266,208,645
335,391,279,613
269,340,159,428
111,493,154,265
31,186,27,58
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
32,229,45,77
58,814,271,329
71,950,506,577
77,1014,708,785
79,1049,854,933
81,1060,925,1006
272,724,632,904
363,498,402,765
248,633,423,671
134,752,387,521
127,326,122,249
43,60,6,49
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
31,212,41,73
61,784,261,322
95,874,461,556
166,803,563,728
253,646,514,767
546,139,122,668
481,40,35,516
427,61,50,477
285,217,136,421
256,344,173,429
104,524,172,276
38,51,11,49
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
42,141,27,69
157,338,97,254
256,359,198,454
110,907,640,750
235,743,599,834
424,414,360,784
464,340,295,759
323,560,444,767
95,948,653,748
97,837,439,536
73,706,222,295
26,286,41,68
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
32,203,39,71
63,775,257,321
69,950,504,573
72,1021,711,783
73,1057,860,933
73,1074,938,1011
73,1074,937,1010
72,1058,857,929
71,1022,705,776
67,954,498,565
71,737,236,307
37,130,27,64
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27,244,46,73
49,851,278,327
60,975,515,575
67,1028,715,782
71,1055,858,929
77,1058,925,1002
462,321,283,745
483,139,107,591
260,593,409,669
292,92,57,349
182,115,38,220
42,179,19,61
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27,230,43,71
55,821,268,323
66,960,507,573
71,1023,711,782
72,1057,860,932
74,1070,936,1010
74,1069,934,1009
74,1052,854,929
116,914,640,756
150,733,377,527
91,614,209,300
32,302,40,72
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
36,156,29,65
65,754,251,316
71,943,497,568
77,1008,700,777
82,1037,843,925
83,1051,919,1002
82,1051,919,1002
80,1036,843,923
76,1004,697,774
70,941,496,566
58,799,260,318
24,351,53,77
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
26,232,43,69
53,827,268,320
64,963,506,571
70,1023,710,780
73,1055,858,931
75,1069,936,1011
154,931,818,971
170,883,716,886
141,870,608,750
82,922,484,567
58,808,265,323
30,289,46,76
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
25,253,47,71
47,874,281,328
59,995,522,582
66,1049,727,794
71,1076,875,946
73,1085,951,1024
74,1083,950,1024
73,1067,871,944
69,1035,722,792
63,977,519,582
51,848,279,330
22,396,60,83
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
25,245,45,70
48,854,274,322
60,977,512,572
67,1031,715,781
71,1058,861,932
75,1066,934,1010
199,854,748,947
74,1049,858,932
70,1017,712,782
64,959,511,575
52,831,275,327
23,379,59,82
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
37,0,0,37
167,0,0,167
226,0,0,226
178,0,0,178
414,1,1,415
537,186,165,701
448,387,339,787
386,99,86,472
292,0,0,292
273,0,0,273
171,89,21,192
37,45,10,47
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27,0,0,27
95,0,0,95
208,0,0,208
269,0,0,269
220,0,0,220
192,0,0,192
287,0,0,287
441,0,0,441
310,0,0,310
191,0,0,191
134,0,0,134
46,0,0,46
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
38,101,18,56
99,535,183,282
164,671,341,505
292,506,355,647
384,447,362,747
292,678,596,888
375,292,260,635
421,243,200,621
274,562,395,668
299,243,128,426
99,623,204,303
33,268,44,77
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
30,0,0,30
160,49,20,180
214,26,11,225
374,69,47,421
326,41,35,361
445,87,77,522
430,394,345,775
410,321,273,683
316,412,294,610
205,24,15,221
113,0,0,113
39,1,0,39
0,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
45,0,0,45
154,3,2,156
238,369,203,441
343,311,205,547
519,79,67,585
497,98,86,583
405,470,413,818
144,918,757,901
389,227,171,560
257,255,144,401
135,331,116,251
53,122,16,69
0,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
29,165,29,59
69,722,232,300
85,898,469,553
95,969,672,767
107,996,812,920
119,998,880,999
516,202,181,697
421,0,0,421
426,145,94,520
303,283,156,459
170,297,98,268
45,133,24,69
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
30,1,0,30
153,37,11,163
263,3,2,265
383,225,158,541
538,111,89,627
478,327,292,769
476,338,299,775
384,86,75,459
289,308,201,490
213,154,100,314
124,1,0,124
45,84,11,56
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
